filename,mfccs,spectral_centroid,zero_crossing_rate,duration_sec
5921_087.wav,"[-150.3143      66.61319     23.623652     2.538689   -43.770283
  -31.97423    -21.143202    -2.6870034  -22.623       -6.6918616
  -19.61695     -1.9752616  -17.019854 ]",920.4454703324371,0.11195146276595745,3.004
6010_029.wav,"[-136.9362       83.797035     15.301504      2.6278274   -20.88094
   -6.568763    -32.10501      -0.72527534  -17.520136     -6.7796965
  -12.903646     -7.007285    -10.809526  ]",915.9808541888563,0.16229248046875,5.08
5945_066.wav,"[-2.68581879e+02  1.37060837e+02  1.01479654e+01  6.32822037e+00
  3.64910841e-01 -1.53086843e+01 -1.64659519e+01 -1.83550477e-01
 -1.21890039e+01 -9.05351162e+00 -6.54864168e+00 -7.41672897e+00
 -1.06795225e+01]",629.2072353633282,0.08740743001302083,6.12
6032_029.wav,"[-220.07416     83.30477      5.664534    -2.4929929  -15.296412
  -11.750324   -22.296186    -2.1754224  -13.92722     -5.3191047
  -12.703975    -7.5543942   -8.926058 ]",925.455535601654,0.14273845615671643,8.516
5945_087.wav,"[-139.09747     86.08779     12.166429     4.7465158  -41.361645
  -42.768764   -18.035412    -5.102057   -21.135813    -2.0835109
  -19.601274    -5.4838743  -18.059313 ]",812.8914543220842,0.11187337239583334,3.8
5824_086.wav,"[-142.69502    102.805756   -46.861214   -19.513939   -37.3249
  -14.570644   -30.95797     -3.0924473  -16.984306    -1.6134919
   -6.783727    -8.040568    -3.5839605]",793.1969288725095,0.13356874047256098,5.192
6001_087.wav,"[-184.01636     78.9094     -48.40709    -18.573586   -21.841017
  -12.4507265  -26.758965     1.9801105  -18.010826    -1.0490248
  -12.632217   -10.616131   -13.120753 ]",977.8951065115845,0.14931000256147542,3.884
5868_011.wav,"[-185.22238     86.5354     -23.965563     2.8919196  -12.509709
   -7.868089   -25.235582    -7.8241515  -18.178688    -3.7237892
  -11.34206    -11.118076   -11.4763   ]",949.3724297746534,0.15778361575704225,4.54
5835_029.wav,"[-177.16353     85.53608     24.33942     21.340185   -16.265306
   -7.09906    -26.308184     9.851864   -11.946003    -5.4805865
   -6.700443    -7.351587   -15.358599 ]",790.6549111140919,0.07774832589285714,6.66
6010_086.wav,"[-1.1863702e+02  4.6907753e+01 -1.4365904e+00 -6.8416543e-02
 -6.2508762e+01 -2.9561234e+00 -3.2344994e+01 -3.9284357e-01
 -2.2220402e+01 -3.9184985e-01 -8.9286928e+00 -5.7758055e+00
 -6.0289397e+00]",1199.668354077037,0.17183784816576086,5.832
5858_087.wav,"[-157.16306     81.13391      3.33464     10.426736   -43.7185
  -30.393063   -18.076353    -2.6907883  -20.984753    -9.410737
  -16.466389    -1.3342588  -12.087118 ]",861.4598901645641,0.11490572415865384,3.284
6001_003.wav,"[-144.06088    102.00028     -7.419841    -4.2517595  -20.909681
  -28.491028   -19.443495   -12.568166   -14.474714   -11.09525
  -15.5675745   -5.7590656  -10.118739 ]",771.1196956286499,0.1209859476461039,4.92
6032_052.wav,"[-231.14671    128.4895       7.9131794   18.045162    -4.8645873
   -9.654159   -12.307501    -8.596889    -7.2051535  -10.591874
   -9.15806    -11.009907   -10.514741 ]",544.1459336357932,0.05960259555785124,7.74
6033_052.wav,"[-244.05078     128.6083       -5.452034     15.868466     -0.45684534
  -11.941994     -9.702723     -5.6379633    -6.558788     -9.585998
   -9.957853    -11.263969    -14.122     ]",597.5509764274485,0.07042597381161972,9.06
5939_088.wav,"[-168.74608     94.8953     -22.341759    -3.3360968  -30.02443
  -24.279814   -15.804166   -11.902493   -13.877295     1.6477052
  -18.764738    -0.2572816  -13.765657 ]",799.2984390364861,0.11299579326923077,4.104
5818_008.wav,"[-188.7141     144.07811    -44.0381       6.246988   -21.67923
  -31.200066   -20.029434    -7.3092265  -15.933161   -17.177708
  -15.347582   -10.031245   -13.688126 ]",661.1072229381575,0.10206314280063292,5.012
5945_088.wav,"[-157.42192     91.240395    -7.0505576   -8.581882   -24.95115
  -23.50609    -26.82216     -0.5637714  -17.866629     4.936952
  -14.1817875   -5.594183   -15.193573 ]",833.2183651069456,0.11548215951492537,4.264
5858_086.wav,"[-171.0498     116.30045    -31.740656    -8.725655   -45.046173
   -8.502383   -34.636086    -7.5465217  -31.280212    -3.930807
   -8.057678   -19.821726    -0.784162 ]",724.118323049229,0.11712740384615385,4.112
5945_089.wav,"[-97.47465   102.67638   -15.960653   -5.529022  -32.598896  -12.825208
 -25.179697   -6.1451907 -14.60722   -12.102815   -6.839773  -10.187016
 -16.579336 ]",787.1595918462131,0.10771004098360656,3.88
6010_088.wav,"[-197.19453     95.35392     28.350695    -6.08936    -28.490425
  -19.625292   -27.736986     1.3286339  -22.495922    -3.6253972
  -17.53353     -2.591757   -16.74539  ]",746.6882390193956,0.1041103265224359,4.964
6001_088.wav,"[-2.1243730e+02  1.1111206e+02 -4.4467702e+00 -8.4853786e-01
 -3.6654011e+01 -3.3036648e+01 -1.9289087e+01 -6.9610658e+00
 -1.3904131e+01 -3.8741058e-01 -1.5811172e+01 -5.8370791e-02
 -8.1533508e+00]",707.3131844210492,0.11216621968283583,4.24
6001_029.wav,"[-132.20529     80.89111     -7.381626     6.371151   -14.567861
  -11.86301    -25.429054     1.7613994  -19.17477     -5.5692086
  -12.408165    -7.3105216   -6.789867 ]",925.2191344580947,0.1446533203125,5.32
6010_098.wav,"[-99.07257    85.91695    45.667255   -3.0188425 -33.042126   -8.508775
 -20.01449   -14.213179   -5.2633505 -11.3623705  -8.0834465 -11.964152
  -8.47599  ]",947.3638978528078,0.13872790727459017,3.9
6001_089.wav,"[-147.49323    114.24381     -2.8332849   -3.5138338  -27.567245
  -15.214734   -16.934061   -11.915994   -14.672578   -10.657166
  -17.950678    -8.229867   -16.050415 ]",677.8752348616426,0.09417126225490197,3.26
5835_066.wav,"[-255.27478    126.31348     -8.840705     9.887088    -1.6911821
  -15.26416     -6.9947834   -4.30973     -8.899238    -3.980193
   -9.752483    -5.1619606  -12.100573 ]",682.4403257984284,0.08828423947704081,6.244
5945_061.wav,"[-159.85887     131.51984     -28.158314     -5.4320383   -24.268456
  -29.48883     -25.491522     -2.359664    -25.934006     -0.19248992
  -16.757671    -10.981433    -16.330257  ]",645.2755958876975,0.1012789818548387,3.94
5973_086.wav,"[-140.23322     54.085114   -17.99608     -1.9192193  -50.884567
   -7.3094807  -33.80022      2.9215777  -20.950054     1.2488928
  -15.791097    -9.143275   -10.435054 ]",1115.4451985434541,0.15738540097891565,5.272
5868_098.wav,"[-128.16513     124.347115    -11.356538    -20.048481    -10.096993
  -14.414998    -21.146069      0.66578656  -13.352455     -3.9146366
   -7.813945    -12.094237    -12.4705715 ]",716.4663123367037,0.09655477834302326,2.716
5945_086.wav,"[-100.480125    51.65794    -29.096073     2.3239446  -43.02148
  -17.326387   -32.8694       5.349044   -23.420021     5.718246
  -12.725225    -8.770116   -11.53491  ]",1110.3894027832846,0.16339557926829268,5.192
6033_008.wav,"[-231.76509    137.96182    -26.542013     2.5904427  -27.127872
  -25.093937   -38.677723   -14.80009    -16.466364   -19.850094
   -9.674321    -8.976598   -10.227811 ]",675.218376185882,0.11600788985148515,6.4
5921_008.wav,"[-168.63815    141.42899    -31.740223     1.3947655  -27.717422
  -24.386976   -29.252594   -12.91374    -18.53251    -15.86833
  -13.2654295   -8.413749   -12.888085 ]",629.2703800072262,0.10805756191037735,3.388
6001_098.wav,"[-146.07169    117.53947     27.478977    -4.052832   -29.460636
   -6.6850777  -20.816494   -11.173535    -8.211952   -11.936602
   -6.448973   -12.187273    -9.750315 ]",660.4797313186147,0.09260805191532258,3.948
6010_061.wav,"[-180.60152   125.850685  -15.850958  -13.505886  -43.769215  -26.88077
  -16.73831    -8.566877  -18.75157    -5.003131  -16.705626   -9.319195
  -14.119061]",656.8702362931962,0.11080893987341772,5.02
5858_052.wav,"[-256.38004    136.51117      8.549683    19.185394   -13.351119
  -17.260992   -12.708218    -1.4861962   -3.673278    -7.353257
   -6.811145    -9.509819   -15.262141 ]",514.2314723102395,0.061006005130597014,4.26
5858_003.wav,"[-185.83904    101.00868    -10.014676    -9.537788   -22.740807
  -17.139866   -24.874737    -4.328644   -23.828575    -6.185961
   -5.9907327   -9.279844   -10.19578  ]",821.8375666262065,0.15276925223214285,4.42
5818_029.wav,"[-150.10365     95.57042     10.236606    10.819317   -11.227626
   -7.0273385  -29.49298      1.7743573   -4.519524    -6.3754525
   -6.836528    -7.4558887  -12.350818 ]",796.9176747191134,0.10551894713785047,6.8
6009_086.wav,"[-87.84921    54.37948    -7.7965646  -2.89121   -55.94611   -14.54055
 -36.57203     2.1630487 -18.202995    2.762027  -10.618558   -5.6529
  -5.9091554]",1063.3845605131971,0.14701080322265625,4.092
5945_029.wav,"[-204.1183      79.475395    -2.9944706   -2.8090947  -16.709175
   -8.25105    -22.009674     1.7351435   -8.441161   -10.449562
   -7.868385    -8.472161   -10.655788 ]",982.2352422283966,0.16871358580508475,7.5
5868_087.wav,"[-167.11995     80.60768    -14.421531    11.783647   -32.571938
  -34.25048    -20.664455    -1.136343   -19.222622    -2.5938356
  -16.492983    -5.7057834  -10.240258 ]",902.8965929378303,0.15457899305555556,2.86
5956_008.wav,"[-171.2228     160.70003    -40.071297   -16.694107   -14.211073
  -33.14952    -31.267744   -11.667525   -20.129536   -14.128886
  -12.899717    -9.2698345  -13.198665 ]",625.9820272227352,0.11576625279017858,3.548
5956_029.wav,"[-166.5335       85.590096      2.307756     -7.8897414   -26.14782
   -4.9659443   -23.635002      0.21103145   -9.688514     -6.9443793
  -12.25052     -10.354781    -10.337787  ]",939.8686318610183,0.18140783975290697,5.44
6033_086.wav,"[-106.122215    57.714046   -35.816048     2.6372063  -49.65131
  -14.862496   -30.321249     4.755996   -23.316566     4.5248427
   -8.487711   -15.806978    -4.8601413]",1090.5329640107223,0.1690138432017544,7.232
6009_061.wav,"[-149.32574   118.0579    -15.264479   -4.523956  -52.815937  -21.790031
  -15.633509  -10.35349   -11.688324   -3.394035  -12.468247  -12.065637
  -15.253499]",694.7928056870844,0.10738431490384616,3.32
5835_061.wav,"[-184.3358     148.18016    -21.513176     1.7987654  -35.93539
  -38.143345   -11.408229   -15.011843   -14.237532    -7.845365
  -13.278912    -9.504614   -11.678304 ]",603.3987798467247,0.11088053385416667,4.6
5956_087.wav,"[-185.22685     71.45014      5.338661     2.047683   -18.750862
  -40.362648   -17.434853    -9.63457    -23.443691     3.1476007
  -18.770578    -4.30636    -14.391165 ]",1011.2965019458907,0.16392218929597702,5.54
5858_088.wav,"[-223.7734     115.139946    21.67962    -23.345762   -37.01609
  -14.973498   -26.018076    -9.733723   -13.898432    -7.3109007
  -15.126448    -3.1737623   -9.783196 ]",689.2347714352607,0.11717998798076923,4.144
6009_066.wav,"[-186.49689     81.91059    -11.322007     4.516028   -16.221958
  -18.242596   -18.193447   -11.829997   -15.269737    -4.4088006
   -4.1950784   -3.8017676   -6.7367945]",946.0350545095624,0.14683234554597702,5.516
5835_003.wav,"[-199.19891    101.425934    -9.636782     0.6523399  -24.290592
  -14.17757    -20.14875     -3.0226662  -13.167092   -14.773551
  -12.09219    -13.139977   -12.539368 ]",783.2068223988324,0.11656039368872549,6.52
6010_087.wav,"[-1.8348286e+02  7.4455894e+01 -2.8352169e+01 -1.9349670e+01
 -2.7924381e+01 -1.2747708e+01 -2.3055779e+01  5.9186822e-01
 -2.5818523e+01  8.4870949e-02 -1.3505338e+01 -9.3853626e+00
 -1.0810659e+01]",1025.1152331100993,0.16625682417168675,5.3
5824_087.wav,"[-148.7204       79.46622     -20.014656      0.58678037  -47.487602
  -11.552864    -15.587082    -13.866892    -19.473724     -1.0697749
  -12.696395     -5.124012    -15.472816  ]",890.2881016535247,0.118408203125,4.164
5868_003.wav,"[-161.64687     97.19111    -22.098274   -11.162719   -17.975298
   -3.557402   -22.399622    -6.1247997  -24.257858    -7.417871
   -5.6584597  -11.901248   -10.846064 ]",840.7181444054534,0.13616071428571427,4.02
5973_003.wav,"[-166.50157    116.9555      -5.465894     1.4175042  -25.851494
  -25.432339   -28.62367     -7.027187   -10.964438    -8.599481
  -17.251104   -10.482599   -11.092882 ]",694.6025177345105,0.11178540426587301,4.02
6032_003.wav,"[-110.72282     81.90749     -7.909214   -12.00874    -22.524843
   -8.415723   -25.99071     -6.2754545  -21.461468   -14.563072
   -9.002368    -7.151621    -8.017651 ]",939.0381522085097,0.14365678267045454,7.02
6001_066.wav,"[-190.96658      60.50168     -48.46053      23.448025    -14.5093975
  -22.78595      -6.3148494     0.29374215  -18.956879     -6.951108
   -7.852282     -4.426695    -10.284903  ]",1128.4967447470503,0.21086282169117648,5.38
6032_098.wav,"[-125.613045   108.000626    20.01336    -10.1209955  -19.172895
   -8.543748   -27.185097    -5.162868   -11.214645   -10.163255
   -9.2246895   -8.062558    -9.289394 ]",777.0317307692324,0.10623372395833333,5.74
5824_098.wav,"[-156.0231      105.975525     -0.42812985   10.793195    -23.953537
  -11.883084    -18.868437     -3.233169    -12.463766     -5.612473
   -8.306319     -6.601477     -9.575072  ]",778.7119307798242,0.07694551542207792,4.9
5835_086.wav,"[-182.63412      63.51688     -24.670847      8.98551     -56.580864
   -8.875989    -32.785843      0.1870989   -19.059647     -0.45948687
   -7.997106    -10.652121     -5.712985  ]",1013.0252730327837,0.1513452422752809,5.632
5956_086.wav,"[-129.55373     55.29546    -24.237381    -8.38849    -38.938976
   -9.863945   -33.59397      1.2743338  -23.934624     2.3670828
  -16.666986    -6.0014954   -9.195392 ]",1166.7413592291396,0.17803596047794118,6.512
5939_003.wav,"[-158.40242     95.370964     4.9865565   -3.6969094  -27.263432
   -9.268673   -26.413687    -6.1309485  -18.600698   -12.38164
  -14.475212   -10.287991    -9.749584 ]",801.8458743815613,0.1148949599847561,5.24
5818_003.wav,"[-196.25517    109.07449     -9.522662    -3.155018   -26.038158
  -11.559313   -21.447063    -6.288203   -16.56867    -10.83396
  -14.797488   -12.4681635  -10.1527815]",768.8586120348816,0.12038786514945653,5.84
6032_086.wav,"[-126.50105     61.82921    -28.371199     6.024809   -48.32043
  -12.011095   -27.302814     1.3390851  -23.951395    -0.284743
   -8.5789995  -14.784983    -8.915964 ]",1056.8998346110518,0.15526162424395162,7.872
5789_098.wav,"[-186.61534   104.22502    19.447968   -1.156249  -10.121398  -22.437895
  -19.44822    -4.597107  -13.195358   -4.988408   -9.661249   -7.363081
  -12.320431]",780.1262909576056,0.11307117550872094,5.48
5858_066.wav,"[-2.2602097e+02  1.3175687e+02 -9.7131901e+00  1.9979959e+01
 -1.1913754e+01 -4.1455193e+00 -1.6080614e+01  2.9041154e-02
 -1.0553772e+01 -8.5565319e+00 -4.9673004e+00 -1.0468270e+01
 -8.3662357e+00]",621.3080755139556,0.06948567708333334,4.76
6009_008.wav,"[-208.71405    144.93855     -3.8567655   11.861104   -29.276276
  -26.493507   -46.74428    -21.064163   -20.61618    -21.360113
   -9.492124    -9.123868    -8.291583 ]",553.8968006064572,0.12015269886363636,3.46
6001_008.wav,"[-206.15147   138.19193   -13.735288   16.032423  -26.606676  -25.30327
  -38.38535   -15.641818  -18.133858  -19.330696  -11.773591  -10.536456
  -11.044857]",609.7645859984113,0.10609759706439394,4.18
5939_087.wav,"[-223.52939     65.94537     18.65959     -1.4605176  -32.41251
  -27.71919    -14.674953    -4.6281967  -19.417658    -4.1252384
  -16.64204     -3.3193758  -11.728939 ]",1014.3283265948985,0.15064072027439024,5.244
6010_008.wav,"[-214.51523    141.87325      1.2410603   10.618462   -30.127396
  -23.824278   -47.853146   -17.484583   -20.026814   -21.252148
  -13.5256195   -8.329855    -9.33915  ]",570.9334647909026,0.124951171875,4.46
5824_052.wav,"[-210.28595    141.75598      4.0478396   21.841114    -8.814602
  -14.235536   -18.930956    -1.658633    -6.130619    -7.654121
   -6.3948436  -10.396513   -11.277991 ]",524.3770565621369,0.059323230421686746,5.28
6009_052.wav,"[-175.63715    120.58437      1.529558    17.631319   -10.082736
   -7.87904    -23.954905    -7.615747    -7.2523766  -10.968831
   -7.1139793  -11.084838   -11.225541 ]",650.5482722016425,0.06915838068181818,3.48
5824_066.wav,"[-244.86586    124.517006   -16.307756     8.668685    -1.315819
   -8.092758   -14.810347     1.3172734  -10.626588    -7.1959577
   -7.8660846   -5.835729   -12.389531 ]",712.8549138114817,0.09274973452669903,6.54
5921_086.wav,"[-99.63737    41.06311   -16.489847    6.664299  -56.756134   -7.249222
 -36.289577    3.1051626 -23.733416    7.236268  -12.023261   -7.4003134
  -7.82753  ]",1218.4882923939772,0.16306407416044777,4.272
6009_089.wav,"[-160.4973     110.701515     4.07928     -7.7471547  -35.45215
  -17.205702   -19.269741   -11.689243   -10.560814    -4.4710016
  -16.540546    -6.2075377  -17.048254 ]",703.6295170222933,0.10537860576923076,4.1
6010_089.wav,"[-111.32116    107.12253     -7.9835424   -6.996981   -38.21299
  -11.227492   -18.448395   -11.29058    -12.493745    -8.700243
  -15.644417   -10.160987   -15.37604  ]",749.8483858254708,0.1095030737704918,3.84
5858_098.wav,"[-130.79762     96.59386     40.760063    -6.8760166  -21.44573
  -14.910629   -19.578604   -12.192488    -6.3923025   -9.390456
  -10.708109    -3.9942348  -16.633986 ]",816.4162617915857,0.0970928485576923,3.28
5818_066.wav,"[-265.1529     126.02139     -8.496331     5.176513     1.7066829
  -11.132026   -10.679294    -4.7182465   -9.440763    -8.326724
   -8.824855    -6.814153   -12.546266 ]",697.1279651032082,0.0979845770474138,7.404
6009_029.wav,"[-152.46431     74.27036      6.853186     3.6474452  -14.460686
   -6.472505   -28.053524    -3.3634338  -15.299355    -6.2969527
  -13.055342    -6.8576226   -9.8903675]",993.1923745263439,0.16198087993421054,4.84
5868_061.wav,"[-176.76642    131.20345    -35.687244    -7.916703   -32.73576
  -18.95085    -18.825527     1.9683137  -23.82296     -4.0209074
  -20.00415    -10.18063    -10.097241 ]",692.7112463199364,0.13330982349537038,3.42
5824_088.wav,"[-164.68355     99.49186     19.461208     7.469758   -19.397173
  -33.26529    -24.19842    -13.056517   -28.80121     -6.027531
  -16.011553    -3.5119379   -9.029184 ]",711.0466902448766,0.10041325266768293,5.188
5945_098.wav,"[-146.75174    109.41096     25.938358    -7.2883697  -16.456104
  -15.866134   -27.805882    -1.2289988  -13.150097    -7.842722
  -15.087518    -6.3756466  -12.9941   ]",722.6742181562844,0.11022777288732394,4.54
5939_066.wav,"[-294.83563    129.6664      15.786521    10.138877    -5.826361
   -7.604958   -12.71572     -1.7107302  -10.365455    -6.24194
   -9.839351    -8.11955     -9.991396 ]",579.1003240991836,0.07748858848314606,5.66
5956_003.wav,"[-194.7551     125.214264    -1.420399   -14.973975   -29.730118
  -22.537466   -17.245619    -2.8492393   -6.0061073  -17.207542
   -9.7866535  -15.891186    -8.99444  ]",681.2424598475151,0.11056592987804878,5.22
5956_088.wav,"[-228.42836    110.25266     -3.262653    -6.0923324  -25.112186
  -24.335936   -26.509026    -5.2476654  -10.731485    -7.210943
  -10.369909    -6.8346844   -6.7826657]",752.1570538481093,0.12735721982758622,5.528
5921_029.wav,"[-175.07535      85.828354     -0.20015028    3.5983064   -36.452324
   -5.0529637   -26.213886      0.4600484   -10.467933     -3.1104224
  -10.616241    -10.416491     -9.57752   ]",918.3648853923161,0.16339022871376813,4.4
5973_061.wav,"[-124.4043      121.316376    -23.708298    -13.325196    -37.715034
  -21.88969     -21.271807     -6.7092695   -20.417107     -0.82179344
  -20.07564      -6.741539    -14.860808  ]",702.568604837419,0.11424126059322035,3.74
6032_088.wav,"[-214.93272     81.67416      7.697492    -7.520105   -31.9711
   -3.8603158  -28.87895     -1.104633   -23.610592    -7.250264
  -10.001555    -5.477131   -15.508029 ]",896.8425205558075,0.11730659298780488,7.808
5868_088.wav,"[-191.94127    144.10796    -15.854896   -31.74119    -31.949108
  -11.832707   -29.030441    -2.2627285  -17.169922   -10.901889
   -9.816596    -2.07058    -10.421424 ]",605.756072642174,0.11129324776785714,3.52
5973_089.wav,"[-97.3101    105.193985  -23.676256   -1.7379138 -30.774136   -5.8658404
 -26.51194    -2.4204333 -14.392842   -6.2591376  -8.2681675 -10.555436
 -13.98637  ]",820.5621368648173,0.11192908653846154,3.32
6009_011.wav,"[-146.88814     91.23165      8.941067   -20.231108   -32.94523
  -21.317337   -26.535069    -5.9268436  -21.270437     6.615857
  -15.078694    -2.580375   -14.531071 ]",851.3322874906432,0.11929281655844155,4.92
5835_098.wav,"[-133.62086    106.28011     18.458931    14.268723   -24.730843
  -21.576996   -17.087147    -5.188207   -15.2886915   -3.4270177
   -7.390211    -9.479603   -12.58455  ]",709.6756961997833,0.07967435396634616,3.28
5824_003.wav,"[-205.55951    129.99513     14.4349165   -6.999427   -14.492619
  -22.453861   -20.203836    -9.543523   -17.418169   -15.247201
  -15.052726   -16.912645   -10.097985 ]",621.3176900965979,0.09552772299757281,6.56
5858_008.wav,"[-172.7868     136.67651    -31.169508     3.3843753  -23.841333
  -21.422703   -30.375572   -13.582569   -15.7014065  -13.887144
  -15.722411    -6.47824    -13.603353 ]",669.0951763165481,0.12359212239583334,3.776
5858_089.wav,"[-1.18592415e+02  1.13103889e+02 -1.57111921e+01 -2.26304150e+00
 -2.66509075e+01 -1.60737705e+01 -2.16856861e+01  2.78931353e-02
 -1.13489084e+01 -1.34546337e+01 -1.14801550e+01 -1.41484241e+01
 -1.62352352e+01]",725.4798262172504,0.10402134486607142,3.52
6032_087.wav,"[-219.84262     77.82168    -46.00631    -15.561317   -29.943903
   -8.038297   -21.962301    -1.5472685  -21.248295     0.5378552
  -11.9781475  -11.307352   -10.226886 ]",1008.05915473286,0.17716471354166666,7.26
6032_008.wav,"[-179.02586    146.67807    -27.297924    12.427673   -32.90387
  -29.051622   -40.60372    -12.675865   -18.714205   -23.796782
  -10.483567    -9.6166935  -11.806836 ]",599.4877159092653,0.09151027513586957,5.856
5945_008.wav,"[-172.65935   154.05455   -31.631748   -6.206389  -22.258272  -30.240885
  -29.705006  -10.26592   -17.619093  -17.182503  -13.199915   -9.115818
  -12.949423]",571.6872579350278,0.09287623355263158,3.592
6010_003.wav,"[-138.72008     86.754974    12.781355    -6.105209   -28.60945
  -21.125452   -26.628477    -5.7152395  -20.04403     -8.69333
  -14.831857    -3.2378972   -7.9684644]",837.9293401931013,0.1339003164556962,5.02
6009_087.wav,"[-164.28673     80.18608    -47.90412    -10.576401   -24.29879
  -19.567495   -21.419329    -2.5989363  -20.084723     1.2753917
  -11.959881   -11.867139   -12.350577 ]",998.6156588241987,0.16355794270833332,3.804
6033_088.wav,"[-164.68282    101.818214     5.634162    -8.269413   -33.57575
   -4.780949   -27.240755    -3.461903   -28.235886    -4.1856065
  -16.193253    -2.0683024  -19.873058 ]",784.0811657619237,0.10814453125,6.368
5939_086.wav,"[-92.41823     52.578835   -38.37367     -0.27496073 -43.154312
 -10.253256   -29.98209     -0.7380689  -18.034216     3.681622
 -12.923473    -8.275744    -9.219118  ]",1091.7692888736133,0.16099835824275363,4.368
5824_029.wav,"[-161.86327    101.345215     1.360985    11.709177    -3.1073778
   -6.7242346  -35.363815    10.861464    -6.883631   -10.649649
  -10.886798    -6.574188   -12.715988 ]",749.1489784763102,0.09024372506648937,5.96
5921_061.wav,"[-185.65605    118.16534    -13.60145    -12.156723   -43.86407
  -21.878527   -22.005375    -0.2889083  -24.328999    -0.9311572
  -18.844582    -6.3222866  -13.232365 ]",718.8179589610955,0.12365141369047619,4.02
